title,imageUrl,lowScore,highScore,review,color,set
Siren Lookout,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379537/large/145764_200w.jpg?1505504830,3,,"Either this is a 3-mana 1/2 flyer that draws you a card or it's a 2/3 flyer that lets you scry 1. Those are both fantastic deals, and it doesn't take an alluring song to get me to play this.",blue,xln
Siren Stormtamer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377547/large/144877_200w.jpg?1504650168,2.5,,"I like this card quite a bit. It is a 1/1 flyer for 1, which I always warn is overplayed, but being able to protect you or a creature you control later in the game more than justifies its inclusion. There are matchups where I'd side this out, as you do want the ability to be useful in order to make the cut, but I'd be happy maindecking it (especially in a raid-focused deck).",blue,xln
Siren's Ruse,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379504/large/145765_200w.jpg?1505504771,1,2.5,"In a Pirate deck, especially one with many ETB effects, I'd happily run this. Outside of that, it's a sideboard card against removal, and not a particularly powerful one at that.",blue,xln
Spell Pierce,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378008/large/145258_200w.jpg?1504822914,0.5,,"This is an awesome Constructed reprint, but a marginal Limited one. Side it in only if your opponent has multiple expensive spells, or if the matchup is very fast and they have a good amount of cheap removal spells they are inclined to play early.",blue,xln
Spell Swindle,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378916/large/Spell-Swindle-Ixalan-Spoiler.png?1505253875,1.5,,"If you land this on an expensive spell, you really did swindle your opponent. That said, leaving 5 mana up is not trivial, and you aren't even guaranteed to have expensive cards to play with all that hard-earned Treasure. I like this in control decks, especially ones with lots of other instants (so that you don't waste your mana if you end up not being able to play this).",blue,xln
Storm Fleet Aerialist,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377658/large/144971_200w.jpg?1504729718,3,,"This is both a raid reward and a raid enabler, and does a very good job on either side. I'm a fan of Storm Fleet Aerialist in any halfway aggressive deck, as triggering raid isn't hard and getting a 2/3 flyer for 2 is a very good deal.",blue,xln
Storm Fleet Spy,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378360/large/145272_200w.jpg?1504901311,3,,"The same largely goes for Storm Fleet Spy-if you have 10+ creatures in your deck, I'd run this, and there's even less need to be aggressive. This is just good value, and it shouldn't be hard to figure out how to get an extra card from it.",blue,xln
Storm Sculptor,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379510/large/145767_200w.jpg?1505504781,2,,"Now this is an interesting one. A 3/2 that can't be blocked is very powerful, and this nominally has a drawback of bouncing one of your creatures in order to make up for that (note that this will bounce itself if it's your only creature). But bouncing creatures with good enters-the-battlefield abilities seems like a natural fit, making Storm Sculptor a powerful engine and a substantial threat. I like this card, though some decks won't be able to play it (decks that are creature-light or have too high a curve). Decks with a low curve or lots of synergy will easily be able to sculpt games where this is awesome, and I think this may be the most interesting common to evaluate. Its value is going to fluctuate wildly, and figuring out when you want it will be a way to gain a good edge.",blue,xln
Tempest Caller,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379514/large/145768_200w.jpg?1505504789,3,,"In aggressive decks, this is a great finisher, while also being fine to run out on turn 5 or 6 to get a couple of damage through. I wouldn't call it a bomb, but it's exactly what aggro needs to close out games.",blue,xln
Watertrap Weaver,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379521/large/145770_200w.jpg?1505504803,3,,"I like this effect in just about any deck, as it helps push aggression or stabilize when you are behind. It's even a Merfolk, which is a substantial bonus for some decks.",blue,xln
Wind Strider,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379522/large/145771_200w.jpg?1505504805,2,,"This set of stats and abilities always performs worse than it looks, so I'm going to start low on Wind Strider. 5 is just a lot of mana, and this rarely ends up ambushing the opponent, making it unexciting in a format with a lot of powerful things going on.",blue,xln
Admiral Beckett Brass,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375432/large/142029_200w.jpg?1503948893,1.5,3,"You'd think that I'd be in for a sweet Grixis Pirate lord, but once you get down to brass tacks, this is too much work for too little payoff. Casting a 3-color card is a little easier due to Treasure, but still isn't trivial, and getting through with three Pirates is not easy. In a Pirate deck with good sources of Treasure, I would play the Admiral, but I'm not starting a Draft with her and going for it.",gold,xln
Belligerent Brontodon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377527/large/144786_200w.jpg?1504650128,1.5,,"I'm not a huge fan of 7-mana 6/6s, but this does have a bit more going on. Looming Altisaur is real good pals with the Brontodon, despite his belligerence, and I can imagine it being a solid way to top off your curve.",gold,xln
Call to the Feast,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377528/large/144787_200w.jpg?1504650130,3,,"I wouldn't call this a bomb, but it's still a good early pick. Three 1/1 lifelinkers is an army in a can, and combined with any mass pump effect will put the opponent on the back foot. They also make it very difficult to kill you, as chumping and gaining life goes a long way.",gold,xln
Deadeye Plunderers,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377530/large/144789_200w.jpg?1504650133,3.5,,"This will frequently be a 4/4 or 5/5 immediately, and grows while giving you tokens that have their own intrinsic value. That's more than enough to make me interested.",gold,xln
Dire Fleet Captain,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376299/large/144365_200w.jpg?1504290484,2,,"In the aggressive Red-Black Pirates deck, this is a threatening beater. Outside of that, things look a little more dire, and I'm not all that interested in playing this. It's a good addition to the deck if you can pick it up later, but I wouldn't take this early and go into it.",gold,xln
"Gishath, Sun's Avatar",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375448/large/142030_200w.jpg?1503948929,4,,"This has a rough mana cost and requires more Dinosaurs to be great, but the payoff is there. Smashing for 7 immediately is huge, and getting a blocker, plus having this untapped and ready to go, makes it a solid defensive play too. At least for now, if I open this, I will be taking it and trying to make it work.",gold,xln
Hostage Taker,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375451/large/142031_200w.jpg?1503948939,4.5,,"If all this did was exile the target, Hostage Taker would be a prized early pick. Given that she lets you cast it and keep it forever, she's on the short list of best cards in the set. The opponent has maybe one turn to kill her and prevent the blowout, after which you end up insanely far ahead. I would also prioritize ways to get her back from the graveyard, or cards like Siren's Ruse, since the only thing better than taking one hostage is taking two.",gold,xln
"Huatli, Warrior Poet",http://crystalcommerce-assets.s3.amazonaws.com/photos/6377536/large/144814_200w.jpg?1504650143,4,,"Huatli fits the traditional planeswalker mold as she adds to the board each turn, can defend herself, and has a minor plus ability to tie it all together. You'll be making Dinosaurs most of the time, but sometimes you might +2 into a nice -4 or -5 to finish the game. Either way, she's a powerful 5-drop and a card worth splashing.",gold,xln
Marauding Looter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377540/large/144833_200w.jpg?1504650152,3.5,,"Good stats plus a powerful repeatable trigger makes for a very strong early pick. As long as you remember to always loot, you'll be in good shape. Though if your hand is all good cards, should you really loot?",gold,xln
Raging Swordtooth,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377544/large/144867_200w.jpg?1504650160,3.5,,"This is big, aggressively costed, and even triggers enrage, which I'm surprised those clowns on Limited Resources didn't mention. Take this and play it.",gold,xln
Regisaur Alpha,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377655/large/144964_200w.jpg?1504729709,5,,"This is both the alpha and the omega, as it gives you an incredible 7/7 of stats and a persistent haste ability. It's great when you're ahead, great when you're behind, and overall just a fantastic card. It's likely the best card in the set, thanks to how little it asks of you and how much work it does.",gold,xln
Shapers of Nature,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377546/large/144873_200w.jpg?1504650165,3.5,,"The gold uncommons in this set are on point (except you, Belligerent Brontodon-get your butt into gear). Shapers of Nature is an efficient beater with two very powerful activated abilities, plays well in any deck, and would be especially great in a Merfolk deck.",gold,xln
Sky Terror,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378905/large/Sky_Terror.png?1505509878,3,,"Gold cards that aren't worth splashing lose a little luster, but this isn't terrorable if you are R/W aggro. I wouldn't first-pick this under most circumstances, but I would be happy playing it.",gold,xln
